instance,text,category
685,Vertellen dat de arts hem vertelde dat het over 2 weken al kon en dat een maand later geen optie is.,proactive
686,Zeggen dat de arts zei dat het binnen 2 weken moest.,passive
687,"Dat tegen de receptioniste zeggen, desnoods de arts erbij halen.",proactive
688,"Een afspraak maken voor over 1 maand. Indien Jan zich niet goed gaat voelen, meteen bellen en zorgen dat hij eerder aan de beurt is op basis van klachten.",passive
689,Vertellen dat Arts Jan hem al graag over 2 weken langs wil laten komen.,passive
690,"Bij de receptie er op aandringen met de arts te overleggen of 4 weken acceptabel is. Zo niet, dan zal er een rond de termijn van twee weken een gaatje gevonden moeten worden. ",proactive
691,uitleggen dat dit op verzoek van de arts was.,passive
692,Een afspraak over 2 weken forceren en anders een andere arts zoeken.,destructive
693,Aangeven dat hij van de arts over 2 weken terug moet komen.,passive
694,"Aandringen dat de afspraak volgens de arts over twee weken moet zijn. Zoniet zich beklagen bij de arts, die mnoet ook op de hoogte zijn van de overvolle agenda.",proactive
695,"wijzen op het verzoek van de dokter zelf om een afspraak te maken over twee weken, en aangeven dat deze ook de medische noodzaak paraat heeft, dus besluit dat wordt genomen laten ijken door de dokter.",proactive
696,warom moet het zo lang duren,passive
697,Toch na drukkelijk vragen als het over 2 weken kan.,passive
698,"aangeven dat de arts hem had gevraagd om over 2 weken terug te komen, en dat dat geen maand is.",passive
699,Hij moet uitleg vragen waarom het zo lang duurt.,passive
700,Jan moet bellen naar andere ziekenhuizen om te vragen of hij daar eerder aan de beurt is. Afhankelijk van de ernst van zijn aandoening.,destructive
701,Aangeven dat de dokter heeft aaangegeven dat Jan over 2 week terug dient te komen. Er op staan dat er een afspraak voor 2 week later wordt ingepland.,proactive
702,"refereren aan de vorige afspraak. indien ernstig ziek wachten tot je dokter hebt gesproken, anders dagelijks bellen.",somewhat
703,Zeer duidelijk aangeven dat de arts hem over 2 weken terug wilt zien. Dit zeer belangrijk is onwillens het onderzoek.,passive
704,teruggaan naar de arts en vragen of dit geen problemen oplevert wanneer hij i.p.v. na 2 weken na 4 weken terugkomt,proactive
705,Op zijn strepen staan arts zegt namelijk over 2 weken terug te komen.,proactive
706,Vragen hoe ernstig de situatie is als hij pas over een maand komt. En anders vragen of hij met een andere arts de afspraak kan maken die wel eerder kan afspreken.,proactive
707,Adviseren om de receptioniste uit te leggen dat de arts verzocht heeft om binnen 2 weken terug te komen en dat hij dan ook graag binnen die 2 weken een afspraak krijgt.,proactive
708,goed uitleggen dat het op uitdrukkelijk veroek van de dokter is dat hij over 2 weken al terug moet komen. Jan moet het gewoon wat extra benadrukken/aandikken,proactive
709,De arts bellen zodat hij toch met 2 weken bij de arts terecht kon.,somewhat
710,Zeggen dat dat veel te lang is om mee door te lopen,passive
711,Hij moet benadrukken dat hij van de arts over 2 weken terug moet komen.,proactive
712,Toch duidelijk maken bij de receptie dat zijn arts hem over twee weken weer wil zien.,passive
713,jan moet aan de receptie zeggen dat hij van de arst over twee weken terug moest komen en er bij vragen als er een plaats vrij komt binnen twee weken dat ze hem dan hiervoor inplannen en bericht geven (wel een evt afspraak maken voor een maand),somewhat
714,Als het puur en alleen gaat om te kijken of zijn conditie wel of niet verbeterd is dan kan Jan bij de receptie melden dat hij op verzoek van de arts over twee weken terug moest komen maar dat het in dit geval wellicht niet erg is als hij over meer dan een maand terecht kan.,passive
715,Erop staan dat er een mogelijkheid gecre‰erd wordt voor over 2 weken.,proactive
716,Aangeven dat met de arts besproken is dat hij met 2 weken terug moet komen. Als dit geen resultaat heeft telefonisch overlegeisen met de arts.,somewhat
717,Zeggen dat hij de arts wil spreken,proactive
718,Jan moet de assistentes vragen om met de arts te overleggen over de noodzaak van controle na die twee weken. Als dit belangrijk en nodig is zou Jan om een verwijzing naar een andere arts kunnen vragen.,proactive
719,Aangeven dat de arts had verteld na 2 weken een afspraak te maken. Dus vragen om overleg met de arts? Is het voor de arts een probleem als hij later terug komt?,proactive
720,Bij de receptie aangeven dat de arts specifiek heeft gevraagd of hij over 2 weken terug moet komen.,passive
721,Vragen of er toch niet ergens een gaatje is.,somewhat
722,vragen of hij echt niet eerder kon komen of als er iemand uitviel dat hij dan kan komen,somewhat
723,Er op aandringen dat dit op doktersadvies is.,passive
724,licht eraan hoe ernstig Jan eraan toe is. Als het niet ernstig is een maand wachten en anders bij een andere arts ofzo proberen,passive
725,Aangeven dat de specialist hem over 2 weken wil zien.,passive
726,"Beleefd proberen voor eerder, vanwege advies dokter.",passive
727,Aangeven bij receptie dat de dokter aangaf over twee weken en anders over vier weken waarbij de receptie zelf de dokter van de vertraging op de hoogte brengt.,proactive
728,"De receptioniste er op wijzen dat de dokter zelf had gezegd dat hij over twee weken zijn conditie weer moest laten controleren. Als de receptioniste zou vasthouden aan die maand, dan aan de receptioniste vragen om  met de dokter contact op te nemen over de preciese termijn van de nieuwe afspraak.",proactive
729,Jan zou aan moeten geven dat de dokter het echt wil. De assistente moet het dan aan de dokter vragen. Misschien heeft de dokter gewoon in het wilde weg ''over 2 weken'' gezegd maar mag het ook over 3-4 weken.,proactive
730,"Zeggen dat de dokter heeft gezegd dat hij met twee weken terug moet komen. Kan dat niet, dit tegen de dokter zeggen.",proactive
731,Zeggen dat de afspraak eerder moet omdat de arts dat met hem afgesproken heeft.,passive
732,"Niet akkoord gaan, terug naar de arts en dit bespreken",proactive
733,De receptioniste informeren over de aandoening die de verslechterde conditie veroorzaakt en deze laten beslissen of voorrang benodigd is,passive
734,De arts erbij halen en hem laten zeggen dat het over 2 weken moet zoals afgesproken,proactive
735,In opspraak komen naar de arts toe,proactive
736,Aangeven bij de assistent dat de hij van de dokter over 2 weken al terug moet komen.,passive
737,thuis blyven,destructive
738,"Vragen of er een mogelijkheid is om die arts te spreken en anders later terug komen of via een spoed-manier, als dat allemaal niet kan dan over een maand.",proactive
739,Gezien de vraag van de arts er op staan dat de afspraak er eerder komt.,proactive
740,Aangeven bij de recepte dat de dokter heeft gezegd dat hij over twee weken terug moest komen. De receptie moet dit met de arts kortsluiten.,proactive
741,Gewoon bij deze dokter blijven.,passive
742,zeggen dat de arts je over twee weken terug wil zien anders zelf de arts bellen,somewhat
743,Zeggen dat hij er niet mee eens is en een afspraak over 2 weken wil op dokters-advies,proactive
744,"Jan moet eisen dat de afspraak gemaakt dient te worden omdat jan zich keurig aan de afspraak heeft gehouden,zoniet dan zou ik Jan adviseren naar een andere arts te gaan.",proactive
745,Aan de receptie doorgeven dat de arts zelf heeft gezegd om binnen twee weken contact op te nemen. Vragen aan de receptie om dit te verifieren met de arts. De arts is de behandelaar en heeft meer verstand van de gezondheid van zijn patienten.,proactive
746,Duidelijk aangeven dat de arts aangegeven heeft dat hij over 2 weken terug moet komen.,passive
747,Een verzoek doen of de arts tijdens terugbelspreekuur over twe weken contact met hem kan opnemen.,somewhat
748,De afspraak maken,passive
749,jan moet zeggen dat de arts hem eerder wil zien.bij de recepie moeten ze hem maar tussen andere afspraken zetten.,somewhat
750,Zeggen dat de dokter hem over 2 weken wilde terugzien en niet over een maand.,passive
751,"Op conditie trainen en niet meer terugkomen, geen afspraak maken.",destructive
752,zeggen dat de afspraak over twee weken moet zijn vanwege dat de arts dat heeft aangegeven,passive
753,verwijzen naar de arts in kwestie en erop staan dat er een afspraak over twee weken wordt gemaakt,proactive
754,teruggaan naar de arts en vragen of de gestelde termijn van 2 weken noodzakelijk is en zoja samen met de arts een afspraak binnen  weken regelen.,proactive
755,"naar huis gaan ,en na 3 weken even bellen voor een afspraak",passive
756,Dat hij van de arts over 2 weken terug moet komen en dat ze een afspraak over 2 weken moet maken!,proactive
757,zeggen dat het op verzoek van de arts is om over 2 weken terug te komen. voet bij stuk houden.,proactive
758,Reden vragen. Info inwinnen bij zorgverzekeraar. Andere arts zoeken.,destructive
759,"De receptie vragen om contact op te nemen met arts want die heeft immers aangegeven dat hij over 2 weken terug moest komen,",proactive
760,Er op staan dat hij over 2 weken een afspraak kan krijgen.,proactive
761,Bezwaar maken en toch proberen een afspraak te krijgen voor over 14 dagen,proactive
762,Aandringen op datum die arts oemde en niet weg gaan,proactive
763,zeggen dat de arts hem over twee weken terug wil zien en dat ze maar met de arts moet overleggen,proactive
764,Zeggen tegen degene aan de receptie dat hij een afspraak had om over 14 dagen terug te komen. afspraak is afspraak,passive
765,hET ADVIES VAN DE ARTS OPVOLGEN EN TOCH EEN AFSPRAAK MAKEN VOOR DE PERIODE VAN TWEE WEKEN,proactive
766,"naar een andere arts gaan,dat doe ik ook",destructive
767,Aangeven dat de arts gezegd heeft 'over twee weken terug komen'. Dus ik wil hier toch aan voldoen.,passive
769,"aangeven dat de arts hem over 2 weken wilde zien, en dan graag een afspraak zou willen.op hun verantwoording",proactive
770,"Ten eerste is de vraag waarom moet zijn conditie verbeteren is hij te dik, dan kan hij wel een maand wachten, maar als hij ernstig ziek is dan moet hij herrie maken of met iemand anders terug komen die dat voor hem doen kan en afdwingen dat hij geholpen wordt.  De gezondheids zorg is soms erg laks en je moet wel voor jezelf opkomen want iemand anders doet het niet in dit land.",passive
771,Vragen of er een andere arts wel over 14 dagen beschikbaar is.,proactive
772,afspraak maken en zeggen dat hij van de arts over 2 weken terug moest komen,passive
773,Jan moet er op staan dat hij over twee weken terug moet komen want het gaat om zijn gezondheid dat is mijn advies.,proactive
774,proberen binnen twee weken,passive
775,gewoon wachten,passive
776,De receptie mededelen dat het binnen twee weken de bedoeling is. Indien zij hieraan geen gehoor geven een andere arts zoeken !,destructive
777,Afspraak voor over meer dan een maand toch vastleggen met de vraag gebeld te worden als er tussentijds een gaatje komt door afspraken die afgezegd worden.,somewhat
778,De receptionist(e) ervan overtuigen de wens van de arts te volgen.,proactive
779,accepteren,passive
780,Erop aandringen dat de afspraak wel zou worden gemaakt voor binnen twee weken.,proactive
781,zeggen dat er een afspraak voor over 2 weken was afgesproken,passive
782,"In eerste instantie aangeven dat de arts hem heeft verzocht over twee weken terug te komen.   Als het evengoed over een maand pas mogelijk is en het noodzakelijk is over twee weken terug te komen, naar een andere arts gaan. Wanneer het minder dringend is, de afspraak over een maand plannen.",passive
783,Protesteren en wijzen op het advies van de arts.,proactive
784,De receptioniste contact op laten nemen met de arts.,proactive
785,er op staan dat hij over 2 weken terug kan komen,proactive
786,advies van dokter opvolgen en eisen afspraak over 2 weken,proactive
788,Afspraak over 2 weken eisen.,proactive
789,Duidelijk maken dat hij over 2 weken terug moet komen.,passive
790,tegen de receptie zeggen dat hij over 2 weken verwacht wordt. Meestal is dit wel mogelijk.,passive
791,"de secretresse confronteren met het feit dat de dokter specifiek gevraagd heeft om na twee weken terug te komen. Het zou dan enorm zijn, als ze dan ergens een gaatje zou kunnen maken voor Jan,",somewhat
792,Ik zou dit er niet bij laten zitten.,proactive
793,De receptie confronteren met de vraag van de arts.,passive
794,eisen dat hij over 2 weken terug mag komen.,proactive
795,Informeren de receptie dat de Dr. wenst dat hij over twee weken terug komt.,passive
796,"Ik zou het advies geven ,om de arts te raad plegen of de afspraak wel moet plaats vinden over 14 dagen ,en hem vragen of er een mogelijk heid is pas over 1 maand kan plaats vinden.",proactive
797,vervangende arts vragen,proactive
798,Zeggen dat de dokter hem over 2 weken echt terug wilde zien!,passive
799,kontakt opnemen met zijn arts en het vertellen.,somewhat
800,Samen met de arts en receptioniste overleggen.,proactive
801,"zeggen dat de arts hem eerder wil zien, en anders even naar de arts laten bellen als ze hem niet geloofd",somewhat
